Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
55,Travel_Frequently,1038,Research & Development,18,1,Other,1,1113,3,Female,86,3,1,Manager,2,Divorced,4312,18531,4,Y,No,12,3,4,80,0,12,1,2,12,11,10,0,No
21,Non-Travel,1399,Sales,9,5,Human Resources,1,1114,4,Male,57,2,4,Sales Representative,2,Married,14334,4170,8,Y,Yes,14,3,2,80,3,3,0,1,3,3,3,3,Yes
18,Travel_Rarely,1171,Research & Development,25,3,Marketing,1,1115,1,Male,65,2,4,Research Director,4,Divorced,12571,26687,2,Y,Yes,14,3,1,80,1,0,6,4,0,0,0,0,Yes
25,Non-Travel,310,Research & Development,29,1,Marketing,1,1116,1,Male,93,4,3,Healthcare Representative,4,Divorced,10517,7118,1,Y,No,17,3,2,80,2,7,5,1,7,7,7,7,Yes
46,Travel_Frequently,954,Sales,29,3,Medical,1,1117,3,Female,47,2,3,Manager,3,Married,10451,25539,3,Y,Yes,12,3,1,80,0,28,1,4,6,6,6,3,Yes
56,Travel_Rarely,750,Research & Development,18,2,Other,1,1118,3,Female,64,2,5,Sales Executive,4,Single,16724,9297,1,Y,No,17,3,2,80,3,22,5,1,22,14,0,16,No
20,Non-Travel,1093,Sales,14,1,Human Resources,1,1119,4,Female,97,2,3,Manager,3,Single,10849,6163,6,Y,No,17,3,4,80,2,2,3,1,2,2,2,2,Yes
49,Travel_Rarely,794,Research & Development,25,3,Life Sciences,1,1120,3,Female,68,1,5,Human Resources,1,Single,15532,10026,9,Y,No,17,4,4,80,0,2,3,2,2,1,2,2,Yes
27,Travel_Rarely,639,Sales,15,2,Life Sciences,1,1121,1,Female,37,2,3,Manufacturing Director,2,Married,9596,11019,5,Y,Yes,23,3,3,80,3,9,2,3,9,5,1,3,Yes
27,Travel_Rarely,1314,Research & Development,6,2,Marketing,1,1122,2,Male,44,1,5,Sales Executive,3,Single,17080,11944,7,Y,No,13,4,2,80,2,1,2,3,1,1,1,1,No
36,Travel_Frequently,1438,Sales,24,1,Marketing,1,1123,2,Male,36,3,3,Human Resources,3,Married,9762,26451,4,Y,No,16,3,3,80,3,18,3,3,18,8,7,6,No
51,Travel_Rarely,1000,Research & Development,10,4,Technical Degree,1,1124,4,Male,46,3,2,Manufacturing Director,3,Single,7373,4939,1,Y,No,22,3,1,80,0,33,2,2,18,9,7,13,No
50,Travel_Rarely,879,Research & Development,29,5,Other,1,1125,3,Female,93,3,5,Research Scientist,4,Single,16413,7727,3,Y,No,16,3,2,80,1,29,2,4,28,17,9,15,No
40,Travel_Rarely,1236,Research & Development,15,1,Human Resources,1,1126,4,Male,41,3,2,Sales Executive,4,Married,7593,13920,0,Y,Yes,14,4,3,80,2,9,2,1,9,9,9,8,No
45,Travel_Rarely,269,Research & Development,29,2,Marketing,1,1127,2,Female,85,3,2,Laboratory Technician,4,Single,8336,26448,1,Y,No,11,3,1,80,0,0,3,2,0,0,0,0,Yes
49,Non-Travel,1137,Research & Development,4,2,Technical Degree,1,1128,2,Male,75,2,2,Sales Representative,3,Married,6792,5616,3,Y,No,19,4,2,80,3,21,0,4,15,4,7,15,No
24,Travel_Rarely,387,Research & Development,18,1,Other,1,1129,3,Female,76,2,2,Research Scientist,1,Divorced,7416,7405,5,Y,Yes,12,3,3,80,0,6,0,2,6,5,6,4,Yes
46,Travel_Rarely,288,Sales,18,4,Human Resources,1,1130,1,Male,45,2,1,Human Resources,2,Divorced,4229,25669,3,Y,Yes,19,3,2,80,0,24,6,2,4,4,4,4,No
25,Travel_Frequently,1013,Sales,25,5,Life Sciences,1,1131,3,Male,98,3,4,Research Scientist,4,Married,13730,12469,3,Y,No,18,3,2,80,1,7,4,4,5,1,5,5,No
18,Travel_Rarely,1278,Sales,17,3,Technical Degree,1,1132,2,Female,31,3,1,Healthcare Representative,1,Divorced,3671,10351,9,Y,No,11,4,3,80,2,0,2,3,0,0,0,0,Yes
20,Travel_Rarely,793,Research & Development,12,1,Other,1,1133,1,Male,83,1,3,Research Director,4,Single,10257,13557,9,Y,No,21,3,4,80,0,2,0,1,2,2,2,2,No
41,Travel_Rarely,987,Research & Development,7,5,Technical Degree,1,1134,4,Male,56,4,3,Research Director,4,Married,10425,7880,1,Y,Yes,17,3,4,80,1,17,4,3,17,3,2,6,Yes
40,Travel_Frequently,570,Research & Development,16,5,Marketing,1,1135,2,Female,60,2,4,Laboratory Technician,3,Single,13918,16096,8,Y,No,23,3,3,80,1,22,1,2,22,0,1,3,No
25,Travel_Rarely,1198,Sales,11,2,Medical,1,1136,4,Male,70,4,4,Research Scientist,3,Single,13779,3013,9,Y,No,20,3,1,80,1,4,2,4,4,4,4,4,No
54,Travel_Rarely,376,Research & Development,14,3,Life Sciences,1,1137,1,Male,65,3,4,Human Resources,4,Divorced,13787,10743,7,Y,No,13,3,3,80,3,36,0,2,36,9,13,14,No
20,Travel_Frequently,1039,Sales,3,1,Marketing,1,1138,4,Female,76,3,2,Laboratory Technician,2,Married,7400,9391,7,Y,No,20,3,3,80,1,2,0,3,2,2,2,2,No
50,Non-Travel,1466,Research & Development,19,2,Marketing,1,1139,2,Female,72,3,1,Research Director,4,Divorced,4787,19559,4,Y,No,23,3,2,80,1,26,5,3,18,1,3,10,No
45,Non-Travel,670,Research & Development,18,2,Other,1,1140,3,Female,94,4,3,Research Scientist,2,Married,10016,11355,2,Y,Yes,20,3,4,80,1,11,0,3,11,11,11,10,Yes
25,Travel_Rarely,956,Research & Development,10,4,Technical Degree,1,1141,4,Female,79,1,1,Laboratory Technician,1,Divorced,4533,7247,5,Y,No,24,4,4,80,1,7,5,1,2,2,2,0,Yes
51,Travel_Frequently,1100,Research & Development,6,5,Life Sciences,1,1142,2,Female,30,3,1,Sales Executive,4,Divorced,3770,9518,8,Y,No,24,3,4,80,2,33,4,3,2,2,2,2,Yes
52,Travel_Rarely,1305,Research & Development,13,1,Marketing,1,1143,2,Male,86,1,1,Manager,2,Married,4241,8290,7,Y,No,24,3,4,80,2,32,5,1,32,8,10,12,No
49,Travel_Rarely,557,Sales,10,1,Other,1,1144,1,Female,45,1,4,Sales Representative,1,Married,13835,3308,6,Y,No,19,4,3,80,1,15,1,1,15,7,5,1,No
41,Travel_Rarely,1017,Research & Development,18,1,Life Sciences,1,1145,2,Female,57,2,4,Manufacturing Director,1,Married,13893,11684,7,Y,No,15,3,2,80,0,23,6,3,23,1,3,16,No
31,Travel_Rarely,932,Sales,26,2,Technical Degree,1,1146,3,Male,51,4,3,Sales Executive,3,Divorced,10066,14723,3,Y,No,21,3,4,80,3,13,2,4,7,6,7,7,Yes
49,Travel_Rarely,1187,Research & Development,20,4,Marketing,1,1147,3,Male,70,3,3,Laboratory Technician,1,Single,11422,6827,5,Y,No,13,3,4,80,0,26,0,2,16,3,3,9,Yes
33,Travel_Rarely,938,Research & Development,26,3,Human Resources,1,1148,4,Male,48,1,3,Human Resources,3,Married,10052,23648,4,Y,Yes,18,3,2,80,0,6,6,2,6,6,6,6,No
21,Travel_Rarely,1383,Sales,16,2,Marketing,1,1149,4,Male,79,4,1,Healthcare Representative,1,Married,4149,20161,1,Y,No,22,3,3,80,1,3,3,1,3,3,3,3,No
54,Travel_Rarely,292,Sales,25,3,Marketing,1,1150,4,Male,88,4,4,Manager,1,Single,12890,2059,7,Y,Yes,13,3,3,80,0,26,2,1,26,2,13,10,Yes
38,Travel_Rarely,715,Research & Development,25,4,Life Sciences,1,1151,4,Female,98,3,2,Manufacturing Director,2,Single,7458,8986,2,Y,No,17,3,3,80,2,9,3,1,9,4,9,5,No
31,Travel_Rarely,505,Research & Development,6,5,Life Sciences,1,1152,3,Male,63,2,1,Sales Executive,2,Married,4638,12643,4,Y,Yes,24,3,4,80,2,9,6,2,9,7,9,1,No
48,Travel_Frequently,1042,Research & Development,13,1,Life Sciences,1,1153,1,Female,68,2,5,Healthcare Representative,3,Divorced,16074,17216,7,Y,No,17,4,4,80,3,10,4,1,10,1,4,9,Yes
35,Non-Travel,820,Sales,4,3,Life Sciences,1,1154,4,Male,36,1,1,Healthcare Representative,4,Married,3843,9860,8,Y,No,17,3,4,80,2,17,0,4,17,9,8,14,No
24,Travel_Rarely,192,Sales,23,2,Other,1,1155,1,Female,81,2,4,Healthcare Representative,2,Married,13933,15425,8,Y,No,24,3,3,80,2,2,2,4,2,2,2,2,No
27,Travel_Rarely,529,Research & Development,14,3,Medical,1,1156,2,Male,89,2,5,Manager,1,Married,17069,15806,4,Y,Yes,22,3,4,80,1,9,2,1,9,3,6,6,Yes
24,Travel_Rarely,753,Research & Development,1,5,Other,1,1157,2,Female,81,2,1,Research Scientist,3,Married,4901,16950,1,Y,No,11,3,1,80,2,6,0,2,6,6,6,2,No
50,Travel_Rarely,533,Sales,28,1,Marketing,1,1158,4,Female,53,4,4,Sales Executive,3,Divorced,14287,26911,6,Y,No,21,3,2,80,0,12,6,3,12,2,4,12,No
40,Travel_Rarely,1235,Research & Development,20,3,Other,1,1159,2,Female,55,3,4,Research Scientist,3,Married,12955,3592,6,Y,Yes,15,3,1,80,0,18,1,2,17,9,14,16,No
38,Travel_Rarely,474,Sales,5,5,Technical Degree,1,1160,1,Female,39,4,2,Manager,1,Single,7946,22764,7,Y,No,22,3,1,80,2,20,4,3,10,10,10,1,Yes
36,Travel_Rarely,1182,Human Resources,8,2,Human Resources,1,1161,1,Female,46,4,1,Healthcare Representative,2,Single,3943,16464,7,Y,No,21,3,4,80,3,9,0,3,9,4,9,9,No
36,Non-Travel,1166,Research & Development,12,4,Life Sciences,1,1162,2,Female,31,3,4,Healthcare Representative,4,Divorced,12696,8097,4,Y,No,11,3,2,80,3,14,5,1,14,14,8,0,No
53,Travel_Rarely,306,Research & Development,2,2,Technical Degree,1,1163,4,Female,56,4,3,Manager,3,Divorced,10367,8458,0,Y,No,17,3,1,80,3,27,2,4,24,16,12,13,No
46,Travel_Rarely,879,Research & Development,12,1,Human Resources,1,1164,1,Female,77,1,4,Sales Representative,1,Single,12862,11151,3,Y,No,23,3,3,80,2,28,1,1,6,6,6,6,Yes
35,Travel_Rarely,1419,Research & Development,5,2,Technical Degree,1,1165,1,Female,38,1,2,Human Resources,2,Single,7933,24101,3,Y,No,23,3,3,80,3,17,2,3,17,17,7,8,No
19,Travel_Rarely,1241,Sales,22,2,Marketing,1,1166,3,Female,52,4,4,Sales Representative,2,Married,14287,6166,2,Y,No,18,3,3,80,2,1,3,1,1,1,1,1,Yes
18,Travel_Rarely,631,Sales,5,2,Life Sciences,1,1167,4,Male,56,2,1,Research Scientist,4,Married,5097,8488,7,Y,Yes,17,3,3,80,0,0,2,3,0,0,0,0,Yes
22,Travel_Frequently,1345,Research & Development,13,2,Technical Degree,1,1168,3,Female,72,4,1,Manager,3,Married,4917,26541,2,Y,Yes,11,3,2,80,3,4,4,1,4,4,4,4,Yes
37,Travel_Rarely,265,Research & Development,9,1,Marketing,1,1169,2,Female,36,2,5,Human Resources,1,Divorced,17260,23803,4,Y,No,13,3,3,80,3,19,0,4,19,7,9,1,No
28,Non-Travel,742,Research & Development,10,5,Life Sciences,1,1170,2,Male,92,4,1,Sales Representative,2,Divorced,5032,12415,1,Y,No,20,3,2,80,3,10,2,4,10,10,2,10,No
59,Travel_Rarely,1279,Research & Development,1,3,Medical,1,1171,3,Female,73,1,5,Research Scientist,1,Divorced,16367,14008,5,Y,Yes,13,3,2,80,0,27,5,2,13,13,8,0,No
19,Non-Travel,1307,Research & Development,3,4,Marketing,1,1172,4,Female,68,2,3,Laboratory Technician,2,Married,10065,26718,5,Y,No,17,4,2,80,2,1,3,3,1,1,1,1,No
20,Travel_Rarely,189,Sales,18,3,Other,1,1173,1,Male,69,1,2,Research Director,3,Married,7170,13170,7,Y,No,14,4,2,80,0,0,3,3,0,0,0,0,Yes
40,Travel_Frequently,1217,Research & Development,12,3,Life Sciences,1,1174,2,Male,36,4,3,Human Resources,3,Married,10817,19430,7,Y,Yes,22,3,4,80,0,3,0,1,3,3,3,3,Yes
29,Travel_Rarely,112,Research & Development,29,4,Technical Degree,1,1175,4,Female,99,3,5,Manufacturing Director,4,Married,17405,16516,0,Y,Yes,13,3,1,80,1,11,3,2,11,7,0,11,No
37,Travel_Rarely,1072,Research & Development,3,1,Human Resources,1,1176,4,Male,54,2,4,Human Resources,2,Single,12524,11260,4,Y,No,16,3,4,80,3,19,6,4,0,0,0,0,No
22,Travel_Rarely,904,Research & Development,26,4,Technical Degree,1,1177,2,Female,88,2,4,Research Scientist,1,Single,12736,9636,1,Y,No,22,3,1,80,2,4,0,1,4,4,4,4,Yes
54,Travel_Frequently,1044,Sales,25,1,Other,1,1178,2,Female,42,4,3,Healthcare Representative,2,Married,9960,6187,9,Y,No,20,3,4,80,2,27,4,2,5,2,3,5,No
55,Travel_Rarely,841,Research & Development,29,3,Other,1,1179,4,Female,91,4,4,Research Scientist,1,Married,13844,5340,4,Y,No,16,3,3,80,1,27,0,4,0,0,0,0,No
47,Travel_Rarely,975,Research & Development,9,1,Technical Degree,1,1180,1,Male,37,2,5,Sales Executive,4,Married,15599,8177,9,Y,No,20,4,2,80,1,29,1,1,24,12,5,15,No
26,Travel_Rarely,1273,Research & Development,26,5,Human Resources,1,1181,3,Female,74,3,2,Healthcare Representative,2,Single,7239,23157,8,Y,No,15,3,3,80,0,8,3,4,8,0,8,8,Yes
51,Travel_Rarely,759,Sales,2,4,Life Sciences,1,1182,2,Female,47,4,1,Research Scientist,3,Married,5213,17941,3,Y,Yes,22,3,3,80,1,7,3,3,7,3,4,7,Yes
52,Travel_Rarely,1131,Sales,3,5,Marketing,1,1183,3,Male,89,4,5,Sales Representative,1,Single,15907,5435,7,Y,No,16,3,3,80,2,24,5,2,16,5,8,6,No
39,Travel_Frequently,1152,Sales,14,3,Other,1,1184,4,Female,89,4,5,Research Director,3,Married,16678,9300,0,Y,No,13,3,4,80,2,19,2,4,19,4,5,13,No
41,Travel_Rarely,395,Sales,4,4,Other,1,1185,3,Female,31,3,1,Research Scientist,4,Married,4477,25286,7,Y,No,24,3,3,80,2,23,1,2,2,2,2,2,No
34,Travel_Frequently,1085,Research & Development,25,3,Other,1,1186,1,Female,95,2,1,Sales Representative,4,Divorced,4957,14669,5,Y,No,23,3,2,80,0,16,6,1,16,9,12,7,Yes
27,Non-Travel,1025,Research & Development,19,5,Human Resources,1,1187,4,Female,43,1,2,Manufacturing Director,1,Married,7250,24183,7,Y,Yes,20,3,2,80,3,9,2,2,1,1,1,1,Yes
47,Travel_Rarely,739,Research & Development,13,3,Medical,1,1188,1,Female,77,4,2,Sales Executive,2,Married,7957,2965,5,Y,No,15,3,1,80,3,15,0,1,15,1,10,15,Yes
40,Travel_Rarely,439,Research & Development,7,4,Human Resources,1,1189,4,Female,85,3,2,Laboratory Technician,3,Married,6642,9444,2,Y,No,19,3,4,80,0,22,4,2,21,15,10,7,No
49,Non-Travel,727,Research & Development,12,4,Life Sciences,1,1190,1,Male,41,2,4,Sales Executive,3,Married,13028,12626,7,Y,No,14,3,2,80,2,31,5,1,31,14,13,3,No
34,Travel_Frequently,538,Sales,3,3,Life Sciences,1,1191,4,Female,84,2,5,Healthcare Representative,1,Single,16808,25062,4,Y,Yes,21,3,2,80,2,9,3,1,9,4,9,9,Yes
34,Travel_Rarely,1267,Research & Development,23,4,Life Sciences,1,1192,1,Female,57,3,1,Research Director,1,Married,4528,16610,9,Y,No,12,3,4,80,0,4,6,1,4,4,2,3,Yes
31,Travel_Rarely,1041,Research & Development,23,4,Life Sciences,1,1193,4,Male,33,4,5,Sales Executive,1,Married,16022,2500,4,Y,No,15,4,3,80,0,7,6,4,3,3,3,3,Yes
26,Travel_Rarely,929,Sales,9,3,Life Sciences,1,1194,1,Female,65,1,5,Human Resources,4,Married,16219,6554,6,Y,Yes,13,3,2,80,1,8,4,3,8,4,8,8,No
57,Travel_Rarely,618,Sales,2,5,Technical Degree,1,1195,4,Female,79,4,2,Laboratory Technician,4,Married,7959,18433,5,Y,Yes,22,3,3,80,0,36,0,2,12,8,10,5,No
19,Non-Travel,1075,Research & Development,29,4,Other,1,1196,1,Male,32,2,2,Healthcare Representative,3,Divorced,6917,19371,8,Y,No,13,3,2,80,3,0,0,3,0,0,0,0,Yes
42,Travel_Rarely,1168,Research & Development,22,4,Human Resources,1,1197,2,Male,30,1,5,Human Resources,2,Single,16604,15291,6,Y,Yes,14,4,1,80,0,24,1,3,12,1,3,6,No
56,Travel_Rarely,1054,Research & Development,9,4,Technical Degree,1,1198,3,Male,46,4,2,Healthcare Representative,1,Single,7044,8771,2,Y,No,22,3,3,80,2,6,2,3,6,6,4,6,No
26,Travel_Frequently,1362,Sales,12,4,Human Resources,1,1199,4,Male,91,1,4,Human Resources,4,Divorced,13509,19499,4,Y,No,14,3,2,80,2,8,3,3,8,0,5,0,No
39,Travel_Rarely,1051,Research & Development,12,3,Medical,1,1200,1,Male,77,3,1,Research Director,2,Divorced,4316,5932,8,Y,No,15,3,4,80,2,21,6,2,21,1,8,9,No
21,Travel_Rarely,1043,Research & Development,15,5,Marketing,1,1201,2,Male,91,4,5,Sales Representative,1,Single,16900,6434,9,Y,No,17,4,4,80,3,3,3,2,3,3,2,0,Yes
43,Travel_Rarely,254,Sales,2,5,Other,1,1202,4,Male,98,2,1,Sales Executive,2,Divorced,3658,5567,1,Y,No,14,3,4,80,3,22,6,3,22,5,0,15,No
46,Travel_Rarely,1304,Research & Development,18,1,Medical,1,1203,4,Female,48,2,4,Manufacturing Director,1,Single,14309,3658,0,Y,No,21,3,2,80,1,8,4,2,8,8,1,6,Yes
51,Travel_Rarely,1338,Sales,13,4,Technical Degree,1,1204,4,Female,63,1,2,Human Resources,2,Married,7126,12068,7,Y,Yes,17,3,3,80,0,7,1,2,7,3,7,5,No
40,Travel_Rarely,187,Research & Development,14,4,Marketing,1,1205,3,Female,78,3,3,Research Director,3,Married,10740,16161,7,Y,Yes,19,3,1,80,1,7,5,1,7,7,3,3,No
54,Travel_Frequently,1379,Sales,5,1,Medical,1,1206,1,Male,76,4,4,Manufacturing Director,1,Married,13272,9944,1,Y,Yes,13,3,1,80,0,2,0,2,2,2,2,2,Yes
28,Travel_Rarely,1196,Sales,26,5,Human Resources,1,1207,1,Female,79,3,3,Sales Executive,1,Married,11193,7800,7,Y,No,15,3,2,80,0,10,1,4,10,10,1,0,Yes
23,Travel_Rarely,1030,Sales,10,2,Marketing,1,1208,4,Male,55,3,1,Manufacturing Director,3,Single,4568,22760,4,Y,No,14,3,2,80,3,3,3,3,3,3,3,1,Yes
35,Non-Travel,278,Sales,12,2,Human Resources,1,1209,4,Female,85,1,5,Laboratory Technician,1,Single,17155,16408,1,Y,Yes,19,4,2,80,2,17,5,2,17,13,10,15,Yes
38,Non-Travel,311,Research & Development,10,5,Medical,1,1210,4,Female,43,1,2,Manager,1,Married,7738,10017,6,Y,No,15,3,3,80,0,1,2,3,1,1,1,1,Yes
59,Travel_Rarely,1357,Sales,24,4,Technical Degree,1,1211,2,Female,54,4,4,Healthcare Representative,4,Single,14034,4815,6,Y,No,20,3,4,80,3,8,4,2,8,8,8,8,No
53,Travel_Rarely,564,Research & Development,11,2,Human Resources,1,1212,4,Female,33,2,2,Healthcare Representative,3,Divorced,6627,2970,2,Y,No,12,3,3,80,1,0,0,3,0,0,0,0,No
58,Travel_Rarely,1346,Sales,25,3,Marketing,1,1213,3,Male,61,4,3,Research Scientist,4,Married,10777,26204,0,Y,Yes,20,3,3,80,2,10,0,4,1,1,1,1,No
55,Travel_Rarely,730,Sales,2,3,Medical,1,1214,1,Male,94,3,3,Laboratory Technician,3,Single,11073,15285,3,Y,No,11,3,2,80,1,28,0,2,28,3,9,6,No
51,Travel_Rarely,924,Research & Development,5,1,Human Resources,1,1215,3,Female,90,1,5,Manager,2,Married,16376,23896,1,Y,No,17,3,1,80,1,25,2,2,20,14,11,9,No
34,Travel_Rarely,1387,Sales,7,5,Technical Degree,1,1216,4,Male,49,3,3,Research Scientist,3,Single,11245,2207,3,Y,Yes,21,3,3,80,3,16,3,4,16,5,13,6,No
54,Travel_Frequently,1330,Human Resources,6,5,Other,1,1217,2,Male,39,1,5,Manufacturing Director,3,Single,16875,18643,7,Y,No,11,3,1,80,2,36,3,2,31,5,11,12,No
42,Travel_Rarely,706,Sales,22,2,Technical Degree,1,1218,4,Female,63,2,4,Research Scientist,4,Married,13105,7025,1,Y,Yes,18,3,2,80,0,24,1,3,11,2,8,1,No
55,Travel_Rarely,984,Research & Development,23,4,Technical Degree,1,1219,4,Male,90,3,5,Human Resources,1,Divorced,16040,6358,0,Y,No,19,3,3,80,1,32,5,4,12,8,12,11,No
29,Travel_Rarely,465,Research & Development,3,5,Other,1,1220,4,Male,56,1,3,Laboratory Technician,3,Married,9663,18888,2,Y,No,17,4,4,80,0,11,6,1,11,10,6,11,No
40,Travel_Rarely,375,Research & Development,13,2,Technical Degree,1,1221,4,Male,69,4,1,Manager,1,Married,4148,14490,9,Y,No,19,4,4,80,2,22,1,3,22,4,9,2,Yes
59,Non-Travel,479,Research & Development,3,2,Other,1,1222,4,Male,94,4,5,Sales Executive,3,Married,17058,3759,6,Y,Yes,20,4,3,80,3,18,3,2,2,2,2,2,No
39,Travel_Rarely,1432,Research & Development,26,5,Other,1,1223,1,Female,62,4,2,Laboratory Technician,4,Single,6630,25898,5,Y,No,16,3,4,80,3,21,0,3,21,1,10,7,No
38,Travel_Frequently,1391,Sales,25,2,Human Resources,1,1224,3,Female,97,3,1,Research Director,3,Single,5121,16301,5,Y,Yes,17,3,3,80,3,20,2,4,7,7,0,7,Yes
44,Travel_Rarely,1044,Sales,24,1,Human Resources,1,1225,2,Male,38,1,5,Healthcare Representative,2,Divorced,16195,16387,6,Y,No,13,4,4,80,0,10,3,2,1,1,1,1,No
48,Travel_Rarely,1187,Research & Development,21,1,Other,1,1226,4,Female,45,1,2,Research Director,3,Divorced,7003,26144,7,Y,No,24,3,2,80,0,30,2,2,5,4,5,5,No
23,Travel_Rarely,909,Research & Development,6,5,Medical,1,1227,2,Female,34,1,1,Research Scientist,3,Single,4947,15667,2,Y,No,24,3,4,80,2,5,4,4,5,5,5,5,Yes
44,Travel_Rarely,1473,Research & Development,11,4,Marketing,1,1228,1,Female,52,3,5,Sales Representative,1,Married,17272,5794,2,Y,No,19,3,4,80,0,26,0,1,11,3,6,9,Yes
57,Non-Travel,1024,Research & Development,28,1,Medical,1,1229,3,Male,72,1,4,Human Resources,1,Divorced,12683,5590,9,Y,Yes,13,3,2,80,3,33,4,2,31,3,10,14,No
51,Travel_Rarely,593,Research & Development,26,1,Other,1,1230,4,Male,86,2,2,Sales Representative,2,Single,7325,16698,7,Y,No,16,3,2,80,1,33,3,2,5,5,2,5,No
29,Travel_Frequently,1221,Research & Development,17,5,Marketing,1,1231,1,Female,80,3,4,Laboratory Technician,3,Single,13170,14332,6,Y,Yes,14,3,4,80,1,11,1,2,11,8,11,5,No
24,Travel_Rarely,1194,Research & Development,10,3,Human Resources,1,1232,1,Female,42,2,3,Sales Representative,1,Divorced,10481,8970,9,Y,Yes,19,3,1,80,1,6,3,1,6,6,4,6,Yes
27,Non-Travel,463,Research & Development,12,2,Marketing,1,1233,3,Male,53,2,5,Research Director,3,Married,17046,11593,4,Y,No,11,3,1,80,3,7,4,3,7,7,0,1,No
34,Travel_Rarely,669,Research & Development,17,1,Other,1,1234,4,Female,40,4,5,Sales Executive,4,Single,16522,24669,3,Y,No,19,3,3,80,0,16,2,1,9,3,9,6,No
43,Travel_Frequently,862,Sales,4,3,Human Resources,1,1235,3,Male,81,3,2,Laboratory Technician,4,Married,7053,5329,5,Y,Yes,22,3,4,80,1,25,5,3,13,2,9,4,No
38,Travel_Rarely,375,Sales,2,4,Marketing,1,1236,3,Female,46,1,5,Healthcare Representative,2,Single,16758,13036,8,Y,No,14,3,3,80,0,0,5,2,0,0,0,0,Yes
45,Travel_Rarely,149,Research & Development,11,3,Marketing,1,1237,2,Male,66,2,3,Manager,4,Married,9630,16372,5,Y,Yes,20,3,2,80,0,27,3,3,11,11,10,5,No
19,Travel_Rarely,1481,Sales,7,5,Medical,1,1238,2,Male,42,3,5,Laboratory Technician,1,Married,16196,22396,7,Y,Yes,15,3,4,80,3,1,6,3,1,1,1,1,Yes
18,Travel_Rarely,827,Research & Development,2,4,Marketing,1,1239,3,Male,91,1,1,Manufacturing Director,1,Married,4537,4092,0,Y,Yes,21,3,2,80,0,0,1,3,0,0,0,0,Yes
53,Travel_Rarely,1005,Research & Development,26,4,Other,1,1240,2,Male,37,4,4,Healthcare Representative,2,Married,13313,21351,5,Y,No,23,3,4,80,0,27,4,3,27,6,6,11,No
43,Travel_Rarely,1027,Research & Development,18,3,Life Sciences,1,1241,1,Female,85,3,3,Laboratory Technician,3,Married,11289,20059,1,Y,No,11,3,4,80,3,3,3,2,3,3,3,3,No
46,Non-Travel,663,Research & Development,21,5,Life Sciences,1,1242,3,Male,99,3,3,Manufacturing Director,1,Single,10158,22780,2,Y,No,24,3,2,80,2,17,4,4,8,6,8,6,No
38,Travel_Frequently,882,Human Resources,4,1,Life Sciences,1,1243,4,Female,73,3,4,Healthcare Representative,4,Single,12879,2287,5,Y,Yes,11,3,4,80,1,20,4,1,0,0,0,0,No
28,Non-Travel,584,Research & Development,8,3,Other,1,1244,4,Male,89,1,4,Research Scientist,1,Divorced,13583,19169,1,Y,No,16,3,4,80,1,10,0,3,10,10,1,5,Yes
57,Travel_Rarely,1207,Research & Development,20,1,Life Sciences,1,1245,1,Male,70,2,3,Human Resources,2,Married,10426,4316,3,Y,No,20,3,3,80,0,36,5,2,9,6,9,9,Yes
28,Non-Travel,683,Research & Development,14,3,Medical,1,1246,4,Female,50,2,4,Research Director,4,Single,13815,18259,5,Y,No,23,3,2,80,2,10,6,2,10,10,10,5,No
53,Travel_Rarely,1419,Research & Development,12,1,Other,1,1247,4,Female,71,3,2,Manager,4,Married,7683,4838,4,Y,No,11,3,1,80,3,15,5,2,4,3,4,4,No
56,Travel_Rarely,335,Research & Development,22,3,Human Resources,1,1248,3,Female,58,3,4,Laboratory Technician,4,Divorced,13970,25613,5,Y,No,23,3,1,80,0,26,2,2,3,1,3,3,No
57,Travel_Rarely,155,Research & Development,21,4,Other,1,1249,1,Male,94,1,1,Research Scientist,2,Married,4037,13829,5,Y,No,12,3,4,80,3,8,6,3,7,7,7,7,No
52,Travel_Rarely,459,Research & Development,27,2,Other,1,1250,3,Male,46,4,1,Sales Representative,2,Single,4076,10137,7,Y,No,23,4,3,80,1,4,0,1,4,4,1,4,No
51,Travel_Rarely,209,Research & Development,18,4,Marketing,1,1251,1,Female,59,3,2,Research Director,3,Single,7909,26502,8,Y,No,24,4,4,80,3,7,5,2,0,0,0,0,No
41,Non-Travel,291,Research & Development,11,1,Marketing,1,1252,3,Male,55,3,4,Sales Executive,3,Single,13593,3265,4,Y,No,13,3,3,80,1,17,4,1,14,14,4,10,No
39,Travel_Rarely,1003,Research & Development,29,5,Marketing,1,1253,3,Female,82,4,1,Manager,3,Divorced,4905,4983,5,Y,No,17,3,4,80,3,21,1,1,21,16,9,16,No
